crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,log_crim,log_lstat
1.6876260742987292,-0.48772236467012914,1.0159990707250288,0,0.5122956522307023,-1.3970692880273712,1.0214809410886183,-0.8054382242172036,1.6612452539705709,1.530926459469711,0.8065758349537706,-0.07887794072603094,1.7181011980602916,1.94825562293551,1.4466474287163964
-0.3981008504751506,-0.48772236467012914,-0.4372580131280699,0,-0.14421743255530314,-0.6420001896918579,-0.42939039153742736,0.3344494335851022,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.42701755390888174,-0.5863558005953484,-0.3195479995049259,-0.422434546874371
-0.48397693142544324,1.0144625185138687,-0.7407494523263074,0,-1.0089142718589768,-0.36134243049922327,-1.6100013778899942,1.352737665695832,-0.9828428567665056,-0.6190939459185945,-0.7192203916303548,0.06113691550474123,-0.6760670219542055,-0.7686368250217731,-0.5523768519248612
0.5324824576519188,-0.48772236467012914,1.0159990707250288,0,0.5122956522307023,-0.25876700581968165,0.5876419641759281,-0.8429448492643706,1.6612452539705709,1.530926459469711,0.8065758349537706,-3.8830717165935944,1.4910196689956845,1.2657290110835184,1.3267508878499248
-0.38384298411725026,-0.48772236467012914,-0.4372580131280699,0,-0.14421743255530314,-0.7944386680350646,0.032897042877734275,0.0006927612705775703,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.3758140003773462,-0.19246746931661696,-0.2613294629603351,0.060096853653986426
-0.4612014351195603,-0.48772236467012914,-0.5481491159120413,0,-0.5329422853891227,0.20852103994267476,-1.9158222960415623,0.7705055445580599,-0.5230014462035358,-0.7200617550114154,0.5291583392112035,0.40574669869449664,-1.0615449262305443,-0.6283862613613806,-1.2453211879458492
-0.48325976407993354,-0.48772236467012914,-0.8676905831448009,0,-0.3428990240036998,-0.3527944784425945,-1.2117229728553933,1.0411807321608093,-0.5230014462035358,-1.0942365769436344,0.8065758349537706,0.4410519326070325,-0.650835740947027,-0.7639042640577898,-0.5149022592384279
-0.4860212205658759,3.160440923062437,-1.516987171814107,0,-1.249923680615945,0.140137423489647,-1.1690502866016859,2.5634553251714953,-0.8678825041257632,-0.5656403999282774,-0.5342753944686417,0.4410519326070325,-0.9648250157030267,-0.7822523099265667,-1.0456991816703896
1.7099089708117368,-0.48772236467012914,1.0159990707250288,0,1.6007252401653962,-0.18895873069054864,1.1174944851594597,-0.894094568593587,1.6612452539705709,1.530926459469711,0.8065758349537706,-3.808514079759667,1.933968824455041,1.9577278293625764,1.5538660086673413
1.6028554452365658,-0.48772236467012914,1.0159990707250288,0,0.3654440411601482,0.8083023425827723,1.1174944851594597,-1.1073927011495295,1.6612452539705709,1.530926459469711,0.8065758349537706,-1.944134584577166,0.9990096893557032,1.911370310375698,1.0369201661526877
-0.48358285159114295,-0.48772236467012914,-0.8676905831448009,0,-0.3428990240036998,0.03613734013400014,-1.0694806853430359,1.2660778717021877,-0.5230014462035358,-1.0942365769436344,0.8065758349537706,0.3588192449225538,-0.8274547079972768,-0.7660335113539437,-0.7946465703673756
-0.47901905939244505,-0.48772236467012914,-1.2660230970924875,0,-0.5761339357039916,-0.20035600009938662,-0.22669513183231793,-0.5690846884320137,-0.7529221514850207,-1.2783543464658373,-0.30309414801650153,0.4410519326070325,-0.44898549288959877,-0.7363724671845113,-0.2395689467681592
-0.4292519920828344,-0.48772236467012914,-0.7203221439187337,0,-0.4379206546964113,1.2513711908513476,0.40272699040986376,-0.2754016345138918,-0.17812038828130847,-0.6012760972551554,-0.4880391451782146,0.16891655816319778,-0.8821224835128303,-0.4600554187853974,-0.8905294657649118
1.526806730154136,-0.48772236467012914,1.0159990707250288,0,1.3674903284651043,-0.10917784482868292,0.9396916257690129,-0.7476808738593986,1.6612452539705709,1.530926459469711,0.8065758349537706,-2.807358518097034,0.352808548005186,1.8770704514560148,0.5711198861819539
-0.4794537062685115,-0.48772236467012914,-1.2660230970924875,0,-0.5761339357039916,2.1090157138664027,0.5236329347953673,-0.5010593646772658,-0.7529221514850207,-1.2783543464658373,-0.30309414801650153,0.4263596924074059,-0.7139139434649734,-0.739159409399403,-0.6100460100158349
-0.3672191899306281,-0.48772236467012914,-0.4372580131280699,0,-0.14421743255530314,-0.9767949785764719,0.6089783073027819,0.31353319148021835,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,-0.5838962866923094,0.5406414177252932,-0.19750348249716745,0.7189648568903216
-0.4638890016365713,-0.48772236467012914,-0.21109852718707578,0,0.261784080404463,-0.82293184155716,-0.5182918212326507,-0.671859496229194,-0.40804109356279333,-0.10237633467886356,0.34421334204949033,0.4410519326070325,-0.09014060745417059,-0.6439403989870796,0.16733251146747766
-0.4770544555126246,0.7998646780590118,-0.9056270130445806,0,-1.0944337394824173,0.2797539737479117,-1.780692122904823,1.1384412579485201,-0.40804109356279333,-0.6428510774698464,-0.8579291395016376,0.24928530492682874,-0.8821224835128303,-0.7238722975590226,-0.8905294657649118
-0.4591412089270052,0.4565081333312409,-0.769931321479984,0,-1.068518749293496,-0.9853429306331007,0.28182104602435976,1.977467787837619,-0.2930807409220509,-0.4646725908354565,0.29797709275906326,0.17341194508994956,-0.02145545360129564,-0.6166258678142856,0.23598880368832734
-0.4686715660962227,0.4565081333312409,-0.769931321479984,0,-1.068518749293496,0.2883019258045405,-1.9762752682343143,1.71211673458884,-0.2930807409220509,-0.4646725908354565,0.29797709275906326,0.4342540304251155,-0.9466024238645088,-0.6722373943616091,-1.0103782249478317
5.504829680446031,-0.48772236467012914,1.0159990707250288,0,1.0737871063239972,-0.4667671725309741,1.1174944851594597,-0.9471457644777929,1.6612452539705709,1.530926459469711,0.8065758349537706,-3.7303382046676226,1.1167556673892032,2.912461180414192,1.110509485464931
-0.467124223217426,-0.48772236467012914,-0.16440753654119306,0,-0.06647246198853923,-0.37558901726027044,0.49874053448070466,-0.4980170021892828,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,0.41484711613157876,-0.3298377770223666,-0.6629935693893847,-0.09434928002060705
-0.46849770734579604,-0.48772236467012914,-0.6167265084231814,0,-0.9216671382229419,-0.16473953319676876,-2.203862928254086,0.9154931318760063,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.29270416402423327,-0.9592180643680981,-0.6711944546833509,-1.0347594667320315
-0.43812458364627127,-0.48772236467012914,-0.5481491159120413,0,-0.5329422853891227,-0.34709584373817487,-0.6640901659328172,0.4402190669563909,-0.5230014462035358,-0.7200617550114154,0.5291583392112035,0.4410519326070325,-0.6942896137927234,-0.5040094948266598,-0.5799200221304814
-0.48628925280611685,3.160440923062437,-1.0194363027439195,0,-1.0857954094194435,0.32961702741157795,-1.4535348616264008,2.253372035966589,-0.6379617988442783,-0.3399476501913835,-0.25685789872607445,0.3920412507470835,-0.8821224835128303,-0.7840514163602762,-0.8905294657649118
-0.4758099166241543,-0.48772236467012914,-1.2660230970924875,0,-0.5761339357039916,1.2399739214425096,0.8401220245103628,-0.5202642778826593,-0.7529221514850207,-1.2783543464658373,-0.30309414801650153,0.410571016371986,-1.09799010990758,-0.7160344420130816,-1.3264808135694146
0.023161799454310995,-0.48772236467012914,1.2319449024622358,1,2.732346478414959,-0.18895873069054864,0.49874053448070466,-0.9742893423002674,-0.5230014462035358,-0.03110494002510758,-1.7364178760197713,-2.9457287205741167,0.3317824804992039,0.6966672281206275,0.5538130391967181
-0.4838146632583784,0.3706689971492982,-1.139081966273994,0,-0.9657226215441079,2.1873719410521644,-0.1449058165127125,0.42766932169346056,-0.5230014462035358,-1.1417508400461382,-1.6439453774389146,0.33590373595447937,-1.246574320283187,-0.7675640444602121,-1.6998377395845303
-0.432878395852149,-0.48772236467012914,2.117614631276323,0,0.22723076015256793,-0.9568497571110052,0.9610279688958663,-0.9687275233769231,-0.8678825041257632,-1.3080507609049024,0.29797709275906326,0.0286824147652672,2.047509588987345,-0.4777855418337863,1.60787014121967
-0.4792566663513614,-0.48772236467012914,-1.1522138073931485,0,-0.8180071774672566,0.06890448968441007,-1.826920866346339,0.6748137369282153,-0.6379617988442783,0.12925569794584338,-0.7192203916303548,0.20323499982352017,-0.7447521758070805,-0.7378950249098473,-0.6583969629934913
-0.29272361301867583,-0.48772236467012914,-0.4372580131280699,0,-0.14421743255530314,-0.30293142477892826,1.1174944851594597,0.180619980286455,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.21990082452757492,0.05423838942023986,0.046783680994732534,0.3088221088654046
-0.45681729696296985,-0.48772236467012914,-0.16440753654119306,0,-0.06647246198853923,-0.27443825125683396,0.9539158545202489,-0.5928056084555072,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,0.4410519326070325,0.6219422120817572,-0.603525553787292,0.7794795665029812
-0.15127937778620548,-0.48772236467012914,1.2319449024622358,0,2.732346478414959,-1.5651790118077316,0.8970189395153055,-1.0769215393558234,-0.5230014462035358,-0.03110494002510758,-1.7364178760197713,0.003464390542026947,2.1960937993629517,0.39070915481666807,1.6762499371726993
0.444630182238444,-0.48772236467012914,1.0159990707250288,0,0.25314575034148923,0.19997308788604598,0.22136807383160775,-0.7580439210840911,1.6612452539705709,1.530926459469711,0.8065758349537706,-2.8367429984962875,-0.08733713178670637,1.1880795728178222,0.170185063856757
-0.4842087430926787,-0.48772236467012914,-0.8676905831448009,0,-0.3428990240036998,-0.3214519875682898,-1.112153371596743,0.4835251954962758,-0.5230014462035358,-1.0942365769436344,0.8065758349537706,0.4327190202550054,-0.58074884926042,-0.7701713848354379,-0.4146073013967317
-0.48692383724517385,3.8042344444270078,-1.4323597512684445,0,-1.2412853505529713,0.7570146302430009,-0.998359541586857,2.153306832260269,-0.5230014462035358,-0.9041795245336184,-1.551472878858059,0.3971944991753105,-1.2199413014422764,-0.7883239807003216,-1.6271544898590533
-0.48691369548473235,2.087451720788153,-1.1974457045813474,0,-1.3276686511827085,0.4549869909087955,-1.7700239513413962,1.1525597213693168,-0.9828428567665056,-0.8507259785433013,-1.3202916324059188,0.2195718937768367,-1.1596665745917945,-0.7882555527470253,-1.47246397240516
-0.38029916325438834,-0.48772236467012914,-0.4372580131280699,0,-0.14421743255530314,-0.5137809088424299,0.9076871110787322,0.2873878888491134,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.4128735316271512,0.5112049232169181,-0.24737439882426615,0.6965588188866989
