chas,nox,rm,ptratio,lstat,ROOMS_PER_TAX,NOX_ACCESS,CRIM_LOG,HIGHWAY_ACCESS,AGE_GROUP_mid
0,0.538,6.575,15.3,4.98,0.02221283776279447,2.2004200000000003,0.006300112548479854,0.19646365422396858,True
0,0.469,6.421,17.8,9.14,0.026533057741598937,2.3295699,0.026943735447546184,0.33517118868462065,True
0,0.469,7.185,17.8,4.03,0.029690082521941805,2.3295699,0.026924266937859983,0.33517118868462065,True
0,0.458,6.998,18.7,2.94,0.03152252238052918,2.7764876,0.031857129935659596,0.42479680552802246,False
0,0.458,7.147,18.7,5.33,0.03219369354867706,2.7764876,0.06677040363385237,0.42479680552802246,True
0,0.458,6.43,18.7,5.21,0.028963963833495657,2.7764876,0.029413160568349615,0.42479680552802246,True
0,0.524,6.012,15.2,12.43,0.019331189648452766,2.9137020000000002,0.08460765703482563,0.7621370322383965,True
0,0.524,6.172,15.2,19.15,0.019845659100174728,3.118062,0.13501154665587695,0.7193727069994964,False
0,0.524,5.631,15.2,29.93,0.01810610926653984,3.1870203999999998,0.191644628254806,0.7060052809195013,False
0,0.524,6.004,15.2,17.1,0.019305466175866665,3.4542604000000003,0.15703793625945525,0.6585793127066293,False
0,0.524,6.377,15.2,20.45,0.020504823085193493,3.3256708,0.20285104404642812,0.6805776743299713,False
0,0.524,6.009,15.2,13.27,0.01932154334623298,3.2627908000000003,0.11106720150765238,0.6918787274966444,False
0,0.524,5.889,15.2,15.71,0.018935691257441507,2.8562716,0.08963958688495932,0.7750856469639895,False
0,0.538,5.949,21.0,8.26,0.019377850099746415,2.532635,0.48843276471410274,0.700832238282961,True
0,0.538,6.096,21.0,10.26,0.019856677459750238,2.4005022,0.49345156510828403,0.7323458869624123,False
0,0.538,5.834,21.0,8.47,0.019003257267090366,2.4202468,0.4869775044907406,0.7274578983741317,True
0,0.538,5.935,21.0,6.58,0.019332247494031767,2.4202468,0.719755031081429,0.7274578983741317,False
0,0.538,5.99,21.0,14.67,0.01951140058791075,2.2907502,0.5789701354975461,0.76075999923924,False
0,0.538,5.456,21.0,11.69,0.017771986912794833,2.042517,0.5892910882451725,0.833941415615553,False
0,0.538,5.727,21.0,11.28,0.01865472306627126,2.042517,0.5456907110920701,0.833941415615553,True
0,0.538,5.57,21.0,21.02,0.018143322416471264,2.0432702000000003,0.8117254554853013,0.833698076241689,False
0,0.538,5.965,21.0,13.83,0.0194299673634203,2.1586174,0.6162877342628865,0.7980368293996768,False
0,0.538,6.142,21.0,18.72,0.020006514592812656,2.1395722000000004,0.8031085958282843,0.8037131547750607,False
0,0.538,5.813,21.0,19.88,0.018934853358518394,2.2032176000000003,0.687345382632109,0.7850525985241011,False
0,0.538,5.924,21.0,16.3,0.019296416875255972,2.3669848000000004,0.5597643483283525,0.7407956144899621,False
0,0.538,5.599,21.0,16.51,0.01823778495688018,2.3965748000000002,0.6100590068254428,0.7333260000733326,False
0,0.538,5.813,21.0,14.81,0.018934853358518394,2.5189160000000004,0.5139666854625483,0.7039774727208729,False
0,0.538,6.047,21.0,17.28,0.019697068339748963,2.3959292000000003,0.6707839777866772,0.7334873656801262,False
0,0.538,6.495,21.0,12.8,0.021156351722617747,2.3966286,0.5726673869182406,0.7333125561442426,False
0,0.538,6.674,21.0,11.98,0.021739413609969338,2.280582,0.6943714308596382,0.7635044855888529,False
0,0.538,5.713,21.0,22.6,0.01860912046055661,2.277354,0.7565021891227188,0.764379896808714,False
0,0.538,6.072,21.0,13.04,0.01977850156423941,2.24615,0.8564218244336657,0.7729468599033816,False
0,0.538,5.95,21.0,27.71,0.019381107428726035,2.1466200000000004,0.8704520079168976,0.8016032064128256,False
0,0.538,5.701,21.0,18.35,0.018570032512801198,2.0375136,0.7662675223101358,0.8355614973262031,False
0,0.538,6.096,21.0,20.34,0.019856677459750238,2.0227724,0.9604300978281597,0.8403714441783268,False
0,0.499,5.933,19.2,9.68,0.021265232898690922,1.6767897,0.06219515259296706,1.1467100887553607,True
0,0.499,5.841,19.2,11.41,0.020935483795930167,1.6855721,0.0929801947688742,1.1421000936522077,True
0,0.499,5.85,19.2,8.77,0.020967741860330673,1.9631658,0.07709066236456354,1.0133354951157227,False
0,0.499,5.966,19.2,10.13,0.021383512468159456,1.9198027,0.16131069988225027,1.0315020733191673,False
0,0.428,6.595,18.3,4.32,0.026170634816783195,2.3116708,0.02725518006645146,0.4686694474387215,False
0,0.428,7.024,18.3,1.98,0.02787301576240867,2.3116708,0.03303817907679737,0.4686694474387215,False
0,0.448,6.77,17.9,4.84,0.02905579386671333,2.5629632,0.11994957590111856,0.4463687898942106,False
0,0.448,6.169,17.9,5.81,0.02647639473615281,2.5629632,0.13234318698771316,0.4463687898942106,False
0,0.448,6.211,17.9,7.44,0.02665665224610879,2.5629632,0.14786812872457536,0.4463687898942106,False
0,0.448,6.069,17.9,9.55,0.02604721018863858,2.5629632,0.11572759134397041,0.4463687898942106,False
0,0.448,5.682,17.9,10.21,0.024386265989758515,2.2849792,0.15821668811495349,0.49177103140777656,False
0,0.448,5.786,17.9,14.15,0.02483261791917331,2.2849792,0.17257420533907458,0.49177103140777656,False
0,0.448,6.03,17.9,18.8,0.025879828215108036,2.5488512,0.20642049726093953,0.4484707148623195,False
0,0.448,5.399,17.9,30.81,0.023171673720293245,2.62976,0.2262347685752403,0.4366812227074236,False
0,0.448,5.602,17.9,16.2,0.024042918351747135,2.7272896,0.1986623163820069,0.42326847919635424,True
0,0.439,5.963,16.8,13.45,0.024539094549221832,2.9916533000000003,0.0850118793258392,0.5118558613894327,False
0,0.439,6.115,16.8,9.43,0.02516460894993988,2.9916533000000003,0.042455859036392395,0.5118558613894327,True
0,0.439,6.511,16.8,5.28,0.026794238572863217,2.9916533000000003,0.052212871446934234,0.5118558613894327,False
0,0.439,5.998,16.8,8.43,0.024683127470439804,2.9916533000000003,0.04860919541462225,0.5118558613894327,False
0,0.41,5.888,21.1,14.8,0.012554370975363814,3.001077,0.013508350024792243,0.36058992511749216,False
0,0.403,7.249,17.9,4.81,0.032075221097012295,3.5047298000000002,0.013024807722689456,0.5156446589526226,False
0,0.41,6.383,17.3,5.77,0.020392971180853127,3.7669159999999997,0.020341697657914562,0.19631709136597433,False
0,0.411,6.816,15.1,3.95,0.026624999895996093,3.4214928,0.0142184372375555,0.5362045298558682,False
0,0.453,6.145,19.7,6.86,0.02163732386747421,3.5401044,0.1436240400828755,0.9075645505286564,False
0,0.453,5.927,19.7,9.22,0.02086971823637423,3.1401960000000004,0.09828756118394519,1.0085728693898133,False
0,0.453,5.741,19.7,13.15,0.02021478866121553,3.2731062,0.13917046313797143,0.9725970773457825,True
0,0.453,5.966,19.7,14.44,0.021007042179552668,3.0887805000000004,0.15846422026338805,1.0232141715162755,False
0,0.453,6.456,19.7,6.73,0.02273239428615354,3.2731515000000004,0.1046032289886448,0.9725852531760987,True
0,0.453,6.762,19.7,9.5,0.023809859071092045,3.6153477,0.11911548089016208,0.8907793205580732,False
0,0.4161,7.104,18.6,8.05,0.032888888736625516,3.83764869,0.019322119714037033,0.2934588032750003,True
0,0.398,6.29,16.1,4.67,0.018664688371914873,2.631377,0.03521269175574247,0.525520593838271,False
0,0.398,5.787,16.1,10.24,0.01717210677397001,2.631377,0.042858319801900656,0.525520593838271,False
0,0.409,5.878,18.9,8.1,0.01703768111003571,2.657682,0.05627635827662477,0.5334755934915978,False
0,0.409,5.594,18.9,13.09,0.01621449270662466,2.657682,0.1271083087153749,0.5334755934915978,False
0,0.409,5.885,18.9,8.79,0.01705797096504936,2.657682,0.1205879869885934,0.5334755934915978,False
0,0.413,6.417,19.2,6.72,0.021039344193313624,2.1836549,0.08458009047306331,0.6362031396624942,False
0,0.413,5.961,19.2,9.88,0.01954426223100242,2.1836549,0.14735046784990224,0.6362031396624942,False
0,0.413,6.065,19.2,5.52,0.019885245836441818,2.1836549,0.08768115263983375,0.6362031396624942,False
0,0.413,6.245,19.2,7.54,0.020475409768933084,2.1836549,0.1784724919723239,0.6362031396624942,False
0,0.437,6.273,18.7,6.78,0.015761306493062042,1.8579055,0.0759976142264651,0.9521089212605922,False
0,0.437,6.286,18.7,8.94,0.01579396980956289,1.9676362,0.09086394630511974,0.9086613600843237,False
0,0.437,6.279,18.7,11.97,0.01577638186990859,1.7708114,0.09670012247721364,0.9896678674636792,True
0,0.437,6.14,18.7,10.27,0.015427135639630312,1.7875484999999998,0.08348600348975033,0.9822217856792065,False
0,0.437,6.232,18.7,12.34,0.015658291417943993,2.1911617,0.054923696495899246,0.8313795912937929,True
0,0.437,5.874,18.7,9.1,0.014758793932766849,1.9676362,0.08053796962647085,0.9086613600843237,False
0,0.426,6.727,19.0,5.29,0.023939501694165477,2.3006982,0.04030666175913415,0.624931648100989,False
0,0.426,6.619,19.0,7.22,0.02355516005852256,2.3006982,0.043653182921403064,0.624931648100989,True
0,0.426,6.302,19.0,6.72,0.022427046183533642,2.3006982,0.03593647980430558,0.624931648100989,False
0,0.426,6.167,19.0,7.51,0.02194661913898,2.3006982,0.03489405897732069,0.624931648100989,False
0,0.449,6.389,18.5,9.62,0.025866396656411352,2.1459506,0.04935191112196916,0.5190850261272797,False
0,0.449,6.63,18.5,6.53,0.026842105154485405,1.9925273000000003,0.055765777905857246,0.5517038453758022,True
0,0.449,6.015,18.5,12.86,0.024352226622055762,1.9878128000000002,0.050579039368154076,0.5527712264150944,False
0,0.449,6.121,18.5,8.44,0.024781376417889165,1.6826724,0.06906886859909778,0.631898222259668,True
0,0.489,7.007,17.8,5.5,0.02595185175573388,1.6732113,0.0550562057480784,0.45231472058258143,False
0,0.489,7.079,17.8,5.7,0.026218518421412894,1.6696905,0.0516622263237937,0.4530524408200249,True
0,0.489,6.417,17.8,8.81,0.023766666578641977,1.5121346999999998,0.0457761026365836,0.48872272316301346,True
0,0.489,6.405,17.8,8.2,0.02372222213436214,1.5120368999999998,0.038566653148816674,0.4887466093203978,True
0,0.464,6.442,18.2,8.16,0.023859259170891635,1.7009776,0.0411707337036766,0.8572836966072996,True
0,0.464,6.211,18.2,6.21,0.023003703618504803,1.7009776,0.028344473009142515,0.8572836966072996,False
0,0.464,6.249,18.2,10.59,0.02314444435872428,1.6773600000000002,0.042043647997679325,0.866738894907909,True
